id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
3871e7f7-13e9-4249-afde-dc599eae989d,João Miguel Cirino,1980-04-12,238.608.368-91,69762-115,Vieira do Norte,AC,Brasil,M,(071) 0341-2725,23860836891@exemplo.com.br,2024-02-11
00be9f62-82ff-4e49-9ad0-77a75fd13d12,Sra. Sophia Nascimento,1957-03-09,616.290.689-62,43733984,Porto,RO,Brasil,M,+55 (031) 6518 9018,61629068962@exemplo.com.br,2025-07-01
cccd69fc-06c5-4b28-ba38-5cd3d3819f62,João Lucas da Costa,1955-03-14,609.103.116-50,54922984,da Luz do Campo,MG,Brasil,F,+55 21 3299-7049,60910311650@exemplo.com.br,2025-05-10
89d604ae-1562-4d30-a548-50242968ed1a,Isaque Cassiano,1941-04-11,244.448.591-70,99253-405,Nunes de Lopes,AL,Brasil,M,61 8917 5265,24444859170@exemplo.com.br,2024-02-02
ee5b6c73-578f-4409-b6c9-be8482786117,Sr. Henrique Dias,1971-03-28,234.103.030-29,15793-915,Marques Alegre,ES,Brasil,M,71 3813-9456,23410303029@exemplo.com.br,2023-12-26
7a241f74-1c42-4c67-86d9-309b90e01129,Francisco Garcia,1970-08-31,611.904.231-42,36666-662,Albuquerque da Mata,SE,Brasil,F,(081) 4591 3654,61190423142@exemplo.com.br,2024-06-25
9807b613-a808-45d6-acdc-61f17161c98f,Olivia Duarte,1946-12-29,284.866.084-81,47128278,da Rocha de Minas,RN,Brasil,M,+55 84 7732-0753,28486608481@exemplo.com.br,2025-05-06
8ead151b-2965-44d7-9a81-95fbed07469f,Antônio da Costa,1945-08-09,562.450.722-40,18521772,Cardoso da Praia,PR,Brasil,M,+55 71 1616-2454,56245072240@exemplo.com.br,2024-08-19
d3f0aa4f-360d-4961-b7e8-8054bfe68191,Ian Peixoto,1991-07-20,584.228.389-98,81719009,Porto,TO,Brasil,M,+55 21 8460-1226,58422838998@exemplo.com.br,2023-09-29
8f0c436e-c9df-4875-be25-49c075bdb9bf,Marcos Vinicius Rios,1938-09-01,349.095.867-91,54102-569,Sales do Norte,MT,Brasil,F,+55 31 2460 9659,34909586791@exemplo.com.br,2024-01-05
e922e439-8c9a-4618-97a0-fdd6b9602203,Pedro Lucas Vasconcelos,1964-05-28,437.180.383-70,51901-187,Novaes,MT,Brasil,M,(084) 7734 0183,43718038370@exemplo.com.br,2023-11-12
2afe972a-12e4-433c-a180-6409b6f7b949,Mathias Sousa,2004-02-01,849.021.758-30,33897-053,Aparecida,RN,Brasil,F,+55 84 7460 2118,84902175830@exemplo.com.br,2024-11-07
04f26f1b-e527-457b-bc29-21e08bff8c3b,Luiza Aragão,1989-12-17,621.075.426-53,68274497,Moura Paulista,PE,Brasil,M,(011) 5632-5407,62107542653@exemplo.com.br,2024-03-01
6d03cce5-cbc1-4c0f-8386-bc9bcf1af51c,Sr. João Felipe Porto,2004-12-11,494.310.023-91,06149-649,Garcia,DF,Brasil,M,84 1012-0729,49431002391@exemplo.com.br,2025-01-02
13186348-78bd-43b8-acb1-e5f1c9a82c94,Davi Lucas Machado,1985-07-01,680.147.696-09,68198-202,Rodrigues Grande,MA,Brasil,F,(011) 9995-0669,68014769609@exemplo.com.br,2024-12-09
598d05df-1353-401c-8f4f-205b9c59be81,Joaquim Silva,1952-06-20,064.579.275-88,67606-529,Ribeiro,PB,Brasil,F,(011) 2151 6015,06457927588@exemplo.com.br,2024-04-23
d11a9934-a8bc-4502-a6cc-c2598510d814,Cecília Silveira,1957-09-23,723.508.689-02,56635602,Santos Alegre,MA,Brasil,F,0300-390-9161,72350868902@exemplo.com.br,2025-05-30
22e7c7dc-31c6-4820-a5e9-6d9604cabc34,Cauã da Costa,1992-09-02,351.170.268-89,09844-923,Melo,AC,Brasil,M,+55 (071) 7423-7183,35117026889@exemplo.com.br,2024-02-18
4821a563-74c9-427c-a0ac-e93bc759498c,Bárbara Nunes,1943-05-20,292.518.419-21,89488-991,da Mota,RS,Brasil,M,0800-667-1597,29251841921@exemplo.com.br,2024-11-19
afc80289-5d3d-4586-9bd3-16bbc32d40a1,Diogo Teixeira,1961-03-11,605.922.017-26,44495-115,Moura,SC,Brasil,F,21 5182-5795,60592201726@exemplo.com.br,2024-10-01
5b1aaad1-181c-4144-bb41-f20394938920,Enzo Gabriel da Rocha,1989-07-09,634.711.895-93,53312725,Câmara,SP,Brasil,M,+55 (021) 4681 0993,63471189593@exemplo.com.br,2024-03-12
6b5d28ab-ce43-4f84-877c-c06f27df0ef1,Pedro da Rosa,1956-08-04,729.544.796-99,18825087,Machado,PA,Brasil,M,11 9540-8734,72954479699@exemplo.com.br,2023-08-16
38c47507-da93-4daf-a353-ed451fb039cb,Dr. Gustavo Aragão,1959-09-26,721.525.616-69,72796053,Almeida da Serra,PA,Brasil,F,(011) 2462 1929,72152561669@exemplo.com.br,2023-10-23
ae9f3b13-b9d9-499a-9e6f-2fd772524924,Dra. Maria Luiza Vieira,1942-04-27,792.263.414-99,70322-429,Andrade de Minas,SE,Brasil,M,81 4219 9916,79226341499@exemplo.com.br,2023-11-19
e6db3b05-487c-45df-981a-b0501d91e1e7,André Monteiro,1972-08-07,484.447.131-21,95210041,Nascimento das Flores,SP,Brasil,M,0900 707 0762,48444713121@exemplo.com.br,2024-07-17
8edeea9b-fb5d-42c5-9222-0dbdd0f0fde4,Sra. Maria Vitória Martins,1952-06-24,140.497.223-48,04270-686,Fonseca Paulista,PA,Brasil,F,(081) 9218 1469,14049722348@exemplo.com.br,2024-05-17
d33e9b93-8ab0-4eb0-b8b4-791e1ce62445,Eduardo Siqueira,1964-01-01,340.252.318-19,57881805,Caldeira de Silveira,CE,Brasil,F,+55 61 1266 6911,34025231819@exemplo.com.br,2024-04-07
816bca41-cd59-4e93-9338-2ee44401d897,Srta. Ana Carolina Cardoso,1980-04-24,419.182.878-71,03152435,Casa Grande Verde,SP,Brasil,F,+55 41 6942 0421,41918287871@exemplo.com.br,2024-04-22
11b4d240-251e-494b-ae4f-2441b688acda,Zoe Castro,1943-08-14,575.001.588-50,78263-048,Moreira de Nogueira,ES,Brasil,M,+55 81 9055-6991,57500158850@exemplo.com.br,2024-01-24
996a169f-d59b-4eb9-9306-5deb7c88a393,Carlos Eduardo Peixoto,1969-07-21,738.982.174-77,72529181,Vasconcelos das Pedras,RN,Brasil,F,+55 61 3074 3249,73898217477@exemplo.com.br,2025-04-04
42a9c9ad-e3e6-473f-bca4-0bf296f0b665,Dr. Henry Gabriel Lopes,2002-01-05,575.266.067-16,15665-334,Costa,AC,Brasil,F,+55 21 9073 6075,57526606716@exemplo.com.br,2024-09-14
db5d278e-bd8a-43ee-9c04-91c21881b4cd,Valentina da Cunha,2006-09-20,000.449.213-07,56739416,Vasconcelos da Praia,SP,Brasil,F,84 8959 8765,00044921307@exemplo.com.br,2025-01-20
8e21313c-e457-4986-8b08-1c3921985dea,Pedro Pereira,1983-06-24,531.716.330-25,52616956,Almeida,RR,Brasil,M,(061) 4596 7248,53171633025@exemplo.com.br,2023-12-11
35b407c2-a0ec-41f2-be79-1fb906b610e5,Liam Gomes,1969-08-01,822.049.468-45,05684-561,Machado,PR,Brasil,F,(021) 7527 0771,82204946845@exemplo.com.br,2024-12-19
290a3426-6b79-40a8-bb12-3471774bad87,Sophia Pereira,1941-10-15,103.809.799-13,30583-436,Moreira,CE,Brasil,F,(084) 1582 9622,10380979913@exemplo.com.br,2025-01-28
9414953f-3525-4bba-acba-de663c4106f2,Maria Luiza Correia,1998-03-26,283.909.061-68,81065-748,Cunha,AC,Brasil,F,+55 (011) 2140 5723,28390906168@exemplo.com.br,2023-11-23
ce9c1608-e807-4495-821c-c43a1ee8cc98,Igor Moreira,2004-03-27,048.765.327-20,89064034,Freitas,GO,Brasil,M,(071) 0181-1632,04876532720@exemplo.com.br,2024-01-27
f402eea6-620d-46fd-ae29-3637d6e02d6f,Yuri Barbosa,1937-04-27,334.774.247-57,82667508,Rodrigues,RN,Brasil,F,(051) 6891-2629,33477424757@exemplo.com.br,2024-04-17
ffa5529a-eaec-46d6-84f7-f9f8f7e7b428,Davi Lucas Oliveira,1934-09-13,724.880.685-43,13426701,da Mata Grande,PA,Brasil,M,+55 81 5095-7819,72488068543@exemplo.com.br,2023-09-13
fb7ce947-6f30-4e22-a5fb-5960c9ca07da,Ana Laura Ferreira,1996-12-22,133.046.084-06,92436849,da Cunha,MT,Brasil,F,71 6885 5230,13304608406@exemplo.com.br,2024-08-31
ab529302-ed4a-4a8b-a4b0-0de2c6ea95c3,Dra. Rebeca da Cruz,1946-03-23,600.294.140-56,54763014,Correia,PA,Brasil,M,+55 61 5428-2275,60029414056@exemplo.com.br,2024-05-24
d80d1f1a-a804-4a22-a488-9f8318b8a5b7,Maria Clara Novais,1990-03-04,811.383.550-32,40675237,da Cunha da Serra,SE,Brasil,M,+55 (081) 6668-5123,81138355032@exemplo.com.br,2024-11-30
c0ded26a-6fed-424b-9ced-255093022a17,Juliana Ferreira,1949-06-12,629.867.749-39,50993-337,Jesus das Pedras,SC,Brasil,M,71 1209 4945,62986774939@exemplo.com.br,2024-10-12
dbbd6d07-8995-4f26-b682-310316161403,Sra. Zoe Pacheco,1954-08-04,103.249.585-02,67911-524,Oliveira,RO,Brasil,F,+55 71 9130 0965,10324958502@exemplo.com.br,2024-08-30
57301310-d63e-4475-b712-455860f8b468,Diogo Melo,1971-06-09,435.131.080-64,89459835,da Mota de Fonseca,AP,Brasil,M,0500 273 6842,43513108064@exemplo.com.br,2024-01-01
bf95d8dd-fef4-47b2-817c-e82b3e6e6f3a,Sra. Luara Nunes,1945-05-01,427.722.324-61,16552-219,Brito,MS,Brasil,F,0800-261-1283,42772232461@exemplo.com.br,2025-06-25
beb84c79-79b3-4d41-b5eb-54f2302b07fa,Rebeca Mendes,1979-07-04,117.895.774-29,06679-130,da Cruz,MT,Brasil,M,+55 (061) 6365-2727,11789577429@exemplo.com.br,2024-01-11
0600ab47-e803-4419-8e6b-cddedb4f8896,Thomas Farias,2000-11-15,216.886.310-78,70193-979,Fogaça,CE,Brasil,F,41 6866 7864,21688631078@exemplo.com.br,2024-03-28
663aaf36-a398-49bd-932e-e80068526379,João Ramos,2005-07-20,906.229.894-14,55385-792,Rocha dos Dourados,RN,Brasil,F,(041) 6885-8420,90622989414@exemplo.com.br,2023-12-04
8610bf24-53ff-4d08-afba-02689b666d06,Luiz Otávio Silva,1949-06-10,255.991.648-08,28588971,Ramos,PR,Brasil,F,(084) 7425 7490,25599164808@exemplo.com.br,2024-01-26
c4bb7d6c-20f3-43b4-8f5b-a46de355f6e5,Sr. Breno Sousa,2001-04-10,169.847.871-71,44490-457,Correia do Norte,PE,Brasil,M,+55 61 5335-6002,16984787171@exemplo.com.br,2025-03-17
0dfc8ed8-8b55-4711-80a7-d0bfb85118f4,Thiago Oliveira,1991-03-27,646.623.711-87,30697-369,Silva do Galho,MT,Brasil,M,+55 51 5035 1264,64662371187@exemplo.com.br,2024-12-01
02ed3f4a-9e6b-4cc7-b3a8-1518ddc77fe0,Benjamim Pinto,1960-10-27,734.328.107-98,52901-173,Araújo,AP,Brasil,M,0800-584-8023,73432810798@exemplo.com.br,2025-06-29
6c77698d-fae4-4270-b0da-d83ab26373ee,Juliana Siqueira,1983-01-11,720.783.597-66,47837-573,Montenegro,TO,Brasil,F,(051) 6882-0980,72078359766@exemplo.com.br,2023-07-14
3147a5b9-18fb-4744-9fc3-5bacdd9918ce,Evelyn Campos,2007-06-13,369.398.707-61,47348502,Andrade,GO,Brasil,F,(071) 2269-0695,36939870761@exemplo.com.br,2025-05-25
10eb3c6f-3ff9-4563-8b1a-7396a76e95a2,João Lucas da Mata,1984-02-03,260.058.686-60,65013417,Pinto de Vargas,SE,Brasil,F,+55 11 9814-3981,26005868660@exemplo.com.br,2024-03-01
9e408f9a-93b9-4f03-b147-5776fcf0d1a6,Vinícius Lima,1963-12-03,304.189.449-19,52251321,Campos,MG,Brasil,F,0300 113 5919,30418944919@exemplo.com.br,2024-08-20
2df3ca67-f815-4589-bdfd-f68d0643acb6,Brenda Andrade,1946-09-10,713.284.741-15,82593528,Moraes do Oeste,TO,Brasil,M,0300-268-6993,71328474115@exemplo.com.br,2023-08-29
92931b3b-b2c6-4f0e-9c49-ce48382a9054,Luiz Fernando Camargo,1990-09-01,458.074.056-21,33567652,Melo,PI,Brasil,M,(081) 1802 7438,45807405621@exemplo.com.br,2024-10-24
d186b191-08bd-4a07-984b-3f82dd7f7d70,Emanuelly Pacheco,1959-12-21,080.892.858-70,09424000,Lopes do Amparo,PE,Brasil,M,+55 (041) 8087 2934,08089285870@exemplo.com.br,2024-04-01
62d013eb-70be-4cd3-a647-c11649551bda,Dra. Milena Ramos,1978-08-30,304.366.651-50,20231-601,da Costa,MS,Brasil,M,(071) 5968-8760,30436665150@exemplo.com.br,2023-10-15
8fa4231e-d66c-4f21-96f7-ab1ec18eb579,Luiz Fernando Azevedo,1973-09-10,163.930.831-50,99956-794,Dias do Galho,AC,Brasil,F,+55 (051) 1250 8653,16393083150@exemplo.com.br,2025-07-10
f6243c37-2c05-4e3a-a24a-76253fad5d34,Giovanna Garcia,1972-05-15,966.218.810-23,84708-023,Nunes,MG,Brasil,F,(011) 2672 1794,96621881023@exemplo.com.br,2025-06-06
d9c8f7b8-d0b3-4ce5-926b-6978c965bc61,Ágatha Sousa,1982-07-18,340.173.859-04,68449707,da Costa de Sá,PI,Brasil,F,+55 (041) 6262 6248,34017385904@exemplo.com.br,2024-05-08
c1bf78dd-ca39-4f7a-b1de-ad287d8ffbae,Breno Cassiano,1979-06-11,853.690.097-64,38997-333,Ramos,MG,Brasil,M,(051) 7102 1951,85369009764@exemplo.com.br,2025-02-23
ab3544f3-92aa-4065-9fa7-d043fff6b43f,Maria Luísa Silveira,1950-05-09,922.558.415-08,77238-595,da Cunha,CE,Brasil,M,+55 71 5857-2534,92255841508@exemplo.com.br,2024-06-18
dd025e3c-1368-4013-9659-731df7eba3d1,Catarina Costela,1998-09-06,543.335.613-02,15461978,Aparecida de Moraes,GO,Brasil,M,61 0553 2799,54333561302@exemplo.com.br,2024-11-19
c71da19c-826a-47bc-b926-7e7155ce0bd3,Gabriela Costa,1949-05-31,819.723.385-84,21964787,Dias da Mata,MT,Brasil,F,0300 550 4604,81972338584@exemplo.com.br,2023-11-05
8e3a717b-859b-4aa6-bc36-cd9d582031d0,João Miguel Camargo,1945-01-23,661.749.393-08,61603464,Castro,PI,Brasil,M,81 5499 1733,66174939308@exemplo.com.br,2024-03-09
81e30d14-fdae-402c-b062-2f3aca56ca15,Kaique Carvalho,1998-07-05,297.536.991-51,98777-655,da Mata,PE,Brasil,F,+55 71 0149 5992,29753699151@exemplo.com.br,2024-01-15
d9757b5b-5397-4ecd-940c-f8d17c02379c,Enrico Viana,1962-01-11,494.395.494-58,08766003,Cunha,PA,Brasil,F,+55 (071) 1810 8884,49439549458@exemplo.com.br,2025-04-01
a6bb5fd2-f1ba-418c-b59d-c3e3cef360c4,Dr. Rhavi Porto,1950-01-04,990.431.806-30,98421-502,Rodrigues,MT,Brasil,M,(084) 6993 5182,99043180630@exemplo.com.br,2025-01-24
dfacc6d6-7ad7-4610-b519-0fa8741b22fc,Cecília Fernandes,1967-03-17,770.321.339-68,33138030,Camargo,DF,Brasil,F,(031) 8389-8391,77032133968@exemplo.com.br,2024-02-20
f868800a-a729-4f9a-9af2-832d4842e3de,Ágatha Barros,1988-04-09,114.936.449-00,68352-375,da Costa Verde,CE,Brasil,F,81 5023-0878,11493644900@exemplo.com.br,2024-04-15
e2b7f661-112e-44f9-9165-29088d4b68eb,Sr. Arthur Gabriel Fonseca,1974-07-01,165.114.506-94,29893811,Jesus,SC,Brasil,F,(081) 7578 4252,16511450694@exemplo.com.br,2024-08-25
4572ce28-4d05-472c-a1c6-40f56e9df92c,Augusto Araújo,1935-02-09,570.792.938-78,48586454,Rodrigues,SE,Brasil,M,61 3609 5225,57079293878@exemplo.com.br,2024-11-18
0d9de51e-4b01-4340-9fe2-20b4c0112872,Thomas Rezende,1941-06-25,869.938.255-18,48584-915,Araújo,TO,Brasil,M,(061) 5124-2983,86993825518@exemplo.com.br,2024-12-08
6ecd0ff0-a610-47fa-a58b-bb5019ca2534,Marcelo Correia,1988-12-17,010.430.465-51,90335553,Andrade,RN,Brasil,M,0900 176 9332,01043046551@exemplo.com.br,2025-05-05
47255c37-53eb-4c6d-91dd-b28629a4e4d0,Liz Cardoso,1984-05-13,727.598.085-18,90654893,Rocha,RJ,Brasil,F,41 4177 2939,72759808518@exemplo.com.br,2024-12-22
a1d71fd5-a4f5-41c3-bcf0-5a801aab3bf4,Dom Guerra,1964-02-21,770.700.559-15,03452344,Borges,ES,Brasil,M,21 3927-1220,77070055915@exemplo.com.br,2025-05-02
49c85cf6-b949-439f-b024-0ff88cb73238,Dra. Clara Caldeira,1952-03-11,405.366.114-04,62424476,Dias,PA,Brasil,M,+55 71 3610-0773,40536611404@exemplo.com.br,2024-07-07
4b4a8271-35e0-4a36-822c-b5cf35f008f5,Maria Vitória Silva,1945-02-17,633.356.196-28,66608238,Camargo do Sul,GO,Brasil,F,+55 61 1069-8827,63335619628@exemplo.com.br,2023-11-05
ec4c9430-695d-4415-85ad-a1b48d6716f0,Samuel Gomes,1998-08-11,499.275.117-87,50612-413,Pereira,ES,Brasil,F,(051) 6528-5408,49927511787@exemplo.com.br,2024-09-05
60b25542-c942-4f83-9f2d-74f55a92958f,Enzo Duarte,2004-03-02,075.967.194-46,34318-581,Caldeira de Abreu,PB,Brasil,F,+55 81 3782 0846,07596719446@exemplo.com.br,2025-05-09
4a2a4cd3-cda9-4dc1-8ace-962a8670d6c3,Oliver Rios,1944-11-04,494.402.251-55,28669-835,da Luz,ES,Brasil,F,84 2255 0906,49440225155@exemplo.com.br,2023-09-18
f712247d-9eb5-4717-bdfd-2c4cdda8c31e,Pedro Lucas Silva,1992-10-28,174.931.711-73,87518-326,da Rosa Verde,MA,Brasil,M,(081) 9052-1144,17493171173@exemplo.com.br,2024-05-25
f89b495b-668b-4886-9af5-4628ba81f48e,Srta. Maria Liz Viana,1945-05-20,673.470.603-36,91768-184,Vieira,RN,Brasil,M,+55 11 9071-1754,67347060336@exemplo.com.br,2025-06-23
35dda9d0-79fb-45b8-a1bd-ba1e3a3e0680,Rafaela Monteiro,1954-02-20,117.085.063-63,25126308,Nascimento,AP,Brasil,M,+55 81 0086-4805,11708506363@exemplo.com.br,2023-09-18
8d02884f-f0b4-42f9-9098-8ae123945fde,Letícia Caldeira,1981-05-04,229.963.828-80,83165-509,Campos,SC,Brasil,F,+55 (084) 9274 3238,22996382880@exemplo.com.br,2025-06-10
4980d7e1-1692-4b7c-a4fe-01f1e7f3fec6,Benjamin Ferreira,1985-07-10,949.392.172-96,75946-586,Pinto da Serra,SE,Brasil,F,41 0458 3581,94939217296@exemplo.com.br,2024-07-22
eaf6ccf3-7afa-4591-baf6-718d8d2d92f0,Isabela Leão,2004-10-08,316.382.174-65,80386-606,Cavalcanti da Praia,PB,Brasil,F,(011) 2470-9554,31638217465@exemplo.com.br,2024-10-28
bcc02dcd-8d87-4a2f-8133-1fee4ec95675,Dr. Rhavi Marques,1972-07-10,680.867.357-32,71687-316,Pastor de Goiás,AP,Brasil,F,(031) 9463 0069,68086735732@exemplo.com.br,2024-09-17
b1a5673e-bf3e-48b2-afe4-3ae18505f95b,Leonardo Ferreira,2004-10-12,502.633.244-40,61059-203,Cirino,CE,Brasil,F,(011) 3680 8934,50263324440@exemplo.com.br,2025-05-14
a3b3013a-f1eb-4235-9467-405d93b46e84,Oliver Lima,1985-03-23,870.563.408-69,55054229,Pinto,TO,Brasil,M,(031) 1551 2756,87056340869@exemplo.com.br,2024-10-24
b3eb0967-7d9b-4c0c-8d5d-d15e76ab5885,Ana Vitória Cardoso,1958-03-21,168.870.044-40,54655-101,Abreu do Galho,AL,Brasil,F,0500 713 4317,16887004440@exemplo.com.br,2024-02-28
09a71057-aaba-4917-a5be-fc45085ecd61,Luan da Cunha,1939-07-18,081.982.407-41,71315-103,da Mota,PI,Brasil,F,0500 089 4185,08198240741@exemplo.com.br,2024-03-29
e9caab22-9351-4d1a-91de-c0ad48bb4a91,Joana Cardoso,1964-02-14,492.215.771-19,33733-635,Duarte de Fonseca,AC,Brasil,M,31 0796-2041,49221577119@exemplo.com.br,2024-09-06
ce5ee750-7e92-4e9f-9457-4ea74d4895f8,Clara Carvalho,1973-06-26,601.809.307-06,55951-421,Novais,AL,Brasil,F,31 4198 7936,60180930706@exemplo.com.br,2025-04-02
c4e1556b-9e01-4c72-b83e-8bea51d502c8,Thales Santos,1955-02-08,944.731.918-12,62724-884,Cassiano Alegre,RN,Brasil,M,+55 81 2722-3039,94473191812@exemplo.com.br,2025-01-05
6ad5c2b2-c74f-4273-bcac-df03c8bee49a,Alícia Nascimento,2004-03-31,054.853.118-28,09238-959,Fernandes,RJ,Brasil,F,81 3768-4353,05485311828@exemplo.com.br,2025-04-25
5f29b9a8-53a4-4cfc-8610-8ac597ae12d0,Miguel Santos,1940-08-01,916.073.425-49,18201-002,Melo,MT,Brasil,M,(071) 7729-4082,91607342549@exemplo.com.br,2023-10-04
ba131e52-7b65-450a-8f31-a92a80a47d15,Sr. Mateus Freitas,1965-05-23,935.283.349-68,70250-230,Moraes,PB,Brasil,M,(081) 3734-8092,93528334968@exemplo.com.br,2024-12-06
aff1f975-d5bb-46ba-9c39-10c5373d3d98,Esther Teixeira,1935-11-27,732.325.161-97,82920689,Guerra da Serra,SP,Brasil,F,(051) 2655-8241,73232516197@exemplo.com.br,2024-02-15
7001ead6-b1a9-4090-a697-b079c28d2691,Kamilly Andrade,1996-11-17,749.405.983-95,80575-978,Brito das Pedras,TO,Brasil,M,+55 21 0482-0006,74940598395@exemplo.com.br,2024-07-09
96ca8f78-3127-4838-9bc5-3da31fb2a0ed,Oliver Azevedo,1959-02-20,479.054.865-02,10677-681,Lima,MS,Brasil,F,+55 (051) 8476 9862,47905486502@exemplo.com.br,2024-09-13
c7c16c90-2d95-4cc0-a18e-ecc089c5e765,Vitor Hugo Nunes,1999-10-28,705.995.126-62,30404-844,Mendonça,RN,Brasil,F,81 8709 4335,70599512662@exemplo.com.br,2025-01-13
9a744374-2e8a-4b26-a450-bfeee6603174,José Pedro da Mota,1978-10-06,820.757.061-89,38638706,Barbosa do Galho,PE,Brasil,F,+55 61 3440-2946,82075706189@exemplo.com.br,2024-12-30
f88152eb-3b56-4105-8640-69fbe623158d,Diego Freitas,1987-02-15,606.629.489-48,81835-971,Teixeira,RS,Brasil,F,0800 766 7792,60662948948@exemplo.com.br,2024-09-21
4a40770e-ba71-441b-9b6d-3d9e2ea9cb00,Sr. Theodoro Ribeiro,1996-03-27,391.620.765-85,21276354,Pastor,PI,Brasil,F,(061) 4601 7536,39162076585@exemplo.com.br,2025-02-23
85d35c16-44b4-4bf6-9116-171feff201b9,Benicio Montenegro,2001-03-06,865.564.823-72,69101-832,Moraes do Oeste,TO,Brasil,F,+55 84 6600 1932,86556482372@exemplo.com.br,2024-11-10
0025b9ed-3481-4d81-94b1-24ae6bd1606e,Sra. Maria Alice Dias,2006-08-04,408.869.331-64,83490-782,Azevedo do Galho,AP,Brasil,F,+55 (071) 1399-1982,40886933164@exemplo.com.br,2023-11-11
a596c2fa-9f4b-47ea-8c9c-bb54aa9fc01f,Sara Azevedo,1945-08-30,867.944.134-52,42919543,Sousa,PI,Brasil,M,+55 (084) 4359 2877,86794413452@exemplo.com.br,2025-05-12
f8b4dff0-b764-408b-aa35-e58fbf315ffe,Esther Castro,1992-02-16,888.994.811-90,02484-076,Vieira das Pedras,MG,Brasil,F,+55 (084) 5731 7930,88899481190@exemplo.com.br,2024-08-19
cc9c9699-091e-494d-b077-0aa9e4412cc1,Sr. Raul Fernandes,1951-12-22,487.556.052-92,06959934,Oliveira,MT,Brasil,F,61 9724 5077,48755605292@exemplo.com.br,2025-03-15
7e642cb0-dacc-41a5-b110-cc68887c34bb,Luana Brito,1953-02-28,634.874.540-02,74111143,Lopes,PE,Brasil,M,(011) 2877-3045,63487454002@exemplo.com.br,2024-12-22
0bcacadb-14cc-445b-8ed8-02503fe80486,Cecilia Brito,1955-12-14,511.442.544-11,66994-171,Barros,MA,Brasil,F,0900-786-0275,51144254411@exemplo.com.br,2024-12-22
f45dfb17-be51-49ee-8927-c64a2f8aefbf,Gael Almeida,1994-03-04,226.378.445-70,81492-184,Fernandes Alegre,AL,Brasil,F,+55 (031) 7380-8947,22637844570@exemplo.com.br,2024-03-07
d1f5c3d5-77da-4fde-9ea6-ce7bdde8704c,Maria Júlia Cunha,1977-04-01,771.445.164-79,71900277,Cardoso,RN,Brasil,M,0800 853 7091,77144516479@exemplo.com.br,2024-11-01
4be8d2f4-3ece-4595-a852-117c299e4855,Maria Eduarda Sampaio,1970-01-26,839.109.264-88,17609055,Silveira de Goiás,RN,Brasil,F,(081) 1229 1945,83910926488@exemplo.com.br,2024-06-07
81b2ad35-c254-4ea7-b381-2752dfa3b300,Antonella Costa,1942-03-24,977.726.190-73,80950-252,da Conceição,PA,Brasil,F,61 4963-5641,97772619073@exemplo.com.br,2024-10-15
6d2f5206-1929-42de-ad69-bbfb4da7603b,Luiza Porto,1994-12-13,731.471.356-15,69557-195,Rezende,PI,Brasil,F,(061) 8203 2956,73147135615@exemplo.com.br,2024-12-26
0c5756f5-ecee-475a-9595-47496a608d62,Gustavo Abreu,1962-12-29,791.609.375-40,63607-429,Vieira,MT,Brasil,F,+55 (081) 9026-3426,79160937540@exemplo.com.br,2025-04-05
72dba10c-e4a4-4813-9036-631cf3e826ea,Léo Peixoto,1946-10-03,785.671.017-24,41007807,Pastor do Sul,ES,Brasil,M,+55 (031) 6209 6261,78567101724@exemplo.com.br,2024-10-14
1dbd3515-c307-4927-b074-1fbf08adfcb5,Dr. Francisco Brito,1965-01-17,678.009.129-08,61892-084,Peixoto Alegre,RO,Brasil,F,(084) 7395-3180,67800912908@exemplo.com.br,2025-05-04
0785f87b-ea67-467d-909a-5003a5c2432b,Bento Cavalcante,1993-11-07,583.355.266-07,60985813,Campos,ES,Brasil,F,(071) 3011-3908,58335526607@exemplo.com.br,2023-11-26
7b3aa576-fb07-4459-9144-77629b217681,André Fonseca,1981-04-19,145.700.695-87,56624-198,Silva,PR,Brasil,F,(041) 2095 0149,14570069587@exemplo.com.br,2024-02-28
726e5fa3-eab1-43df-a842-b4eabc3252f6,Hadassa Costela,1986-07-20,939.398.410-17,80047903,Cavalcante,RN,Brasil,F,51 9334 8167,93939841017@exemplo.com.br,2024-12-30
9769950e-7da3-4973-8c41-9738a4e0b9aa,Isabella Pereira,1946-12-11,490.474.628-88,08021126,Caldeira,AM,Brasil,F,(031) 6925 9461,49047462888@exemplo.com.br,2024-04-05
d316f6b5-7bb7-4a9a-bdbd-f73c89485354,Yago Sousa,1975-09-21,287.818.839-59,65836600,Moraes,AL,Brasil,M,+55 84 8784-4048,28781883959@exemplo.com.br,2024-03-22
82666300-09d9-4e1e-ba6e-a5c59fde56f5,Gabriela Silveira,1955-09-30,998.182.814-30,24025927,Vieira,RJ,Brasil,M,+55 (061) 8208 8886,99818281430@exemplo.com.br,2024-07-14
6acf4bc7-51ac-4af5-849c-d2dcc49a8dfc,Juan Novais,1943-10-07,951.336.812-73,98188530,Dias do Amparo,PR,Brasil,M,11 5670-3055,95133681273@exemplo.com.br,2024-01-24
8128bfe5-fb26-4e83-82da-0d722b309297,Cecilia Freitas,1980-07-31,479.468.481-73,33057593,Cunha,BA,Brasil,M,61 2641-3752,47946848173@exemplo.com.br,2024-04-30
